emp_no,first_name,last_name,birth_date,from_date,to_date,title
442589,Phule,Constantine,5/26/1964,2/11/1991,1/1/9999,Senior Engineer
442594,Evgueni,Radhakrishnan,7/25/1963,6/7/1994,1/1/9999,Staff
442596,Atilio,Perin,6/12/1962,12/5/1991,1/1/9999,Engineer
442600,Sachar,Sambasivam,12/6/1964,5/27/1990,1/1/9999,Senior Staff
442605,Kensyu,Pluym,4/16/1962,3/29/2002,1/1/9999,Engineer
442606,Atreye,Penz,9/19/1964,6/4/1991,1/1/9999,Staff
442620,Demos,Peng,5/8/1963,10/22/1987,1/1/9999,Senior Engineer
442624,Kshitij,Maliniak,7/15/1963,11/8/1996,1/1/9999,Engineer
442625,Nevio,Ranft,11/29/1963,8/20/1993,1/1/9999,Senior Engineer
442635,Mitchel,Zeleznik,2/16/1962,4/20/1989,1/1/9999,Senior Engineer
442642,Subhada,Birta,3/31/1964,6/28/1989,1/1/9999,Engineer
442647,Joydip,Krybus,3/25/1962,5/6/1990,1/1/9999,Senior Staff
442653,Mona,Hebden,1/4/1965,10/20/1995,1/1/9999,Engineer
442658,Rutger,Taneja,9/8/1963,4/18/1998,1/1/9999,Engineer
442662,Sadegh,Raney,6/4/1963,11/4/1994,1/1/9999,Engineer
442666,Dmitry,Benantar,8/28/1962,6/10/1997,1/1/9999,Senior Engineer
442667,Godehard,Conte,7/4/1962,2/3/1985,1/1/9999,Senior Staff
442670,Qingxiang,Staylopatis,7/2/1962,4/14/1998,1/1/9999,Engineer
442680,Valeri,Rassart,12/21/1964,8/16/1991,1/1/9999,Senior Engineer
442684,Alair,Reinhard,10/16/1964,9/25/1990,1/1/9999,Senior Engineer
442688,Adhemar,Rodiger,10/30/1962,4/2/1987,1/1/9999,Staff
442696,Mohamadou,Schmiedel,11/11/1964,1/5/1995,1/1/9999,Engineer
442697,Morris,Budinsky,9/14/1964,1/16/1986,1/1/9999,Senior Engineer
442700,Siddarth,Masada,1/6/1965,8/11/1997,1/1/9999,Staff
442705,Masaki,Schnabel,10/7/1964,4/24/1992,1/1/9999,Senior Staff
442708,Berna,Stanfel,11/17/1962,4/27/1992,1/1/9999,Senior Engineer
442726,Urs,Baaleh,4/24/1963,2/3/1988,1/1/9999,Engineer
442741,Ung,Emmerich,8/9/1964,9/6/1995,1/1/9999,Staff
442745,Gunilla,Maraist,11/12/1963,3/4/1996,1/1/9999,Staff
442747,Teruyuki,Khalil,4/8/1964,11/2/1987,1/1/9999,Senior Engineer
442753,Shim,Brizzi,3/11/1963,7/14/1985,1/1/9999,Staff
442755,Nahum,Kuszyk,8/27/1963,5/7/1989,1/1/9999,Senior Engineer
442759,Adin,Marrakchi,10/17/1964,8/29/1995,1/1/9999,Senior Staff
442764,Yonghoan,Comyn,9/9/1962,8/15/1985,1/1/9999,Senior Engineer
442766,KayLiang,Lienhardt,4/12/1964,9/21/1999,1/1/9999,Staff
442770,Kolar,Teitelbaum,10/20/1964,2/12/1989,1/1/9999,Senior Staff
442771,Mahmut,Reghbati,5/24/1963,12/23/1998,1/1/9999,Engineer
442772,Saniya,Ohori,11/17/1964,1/24/1989,1/1/9999,Engineer
442776,Saniya,Ramsay,9/25/1963,1/18/1991,1/1/9999,Engineer
442781,Fumiyo,Stasinski,4/10/1963,3/28/1990,1/1/9999,Senior Engineer
442782,Shahaf,Danlos,3/13/1963,9/4/1987,1/1/9999,Senior Staff
442788,Jixiang,Breugel,11/3/1963,11/11/1999,1/1/9999,Senior Staff
442789,Werner,Prenel,12/2/1964,3/30/1988,1/1/9999,Senior Engineer
442791,Poornachandra,Rindone,5/22/1964,3/7/1997,1/1/9999,Staff
442805,Sachem,Provine,6/24/1964,12/17/1991,1/1/9999,Senior Staff
442807,Arno,Huxford,9/26/1963,2/4/1995,1/1/9999,Senior Staff
442810,Yuriy,Walstra,8/28/1963,9/12/1994,1/1/9999,Staff
442811,Subhrajyoti,Detkin,3/4/1962,2/26/1990,1/1/9999,Staff
442831,Vasilii,Kitsuregawa,4/14/1962,12/5/1994,1/1/9999,Technique Leader
442835,Masoud,Murillo,12/31/1963,2/24/1998,1/1/9999,Engineer
442853,Chenye,Lalonde,4/8/1963,2/11/1990,1/1/9999,Staff
442855,Baoqiu,Maccarone,7/13/1964,11/12/1992,1/1/9999,Engineer
442861,Taisook,Rosch,12/16/1964,7/6/1987,1/1/9999,Staff
442887,Kasturi,Biran,8/5/1964,8/15/1990,1/1/9999,Senior Staff
442890,Ult,Pleszkun,4/19/1962,6/12/1998,1/1/9999,Staff
442892,Jouni,Bellmore,7/11/1964,1/5/1998,1/1/9999,Assistant Engineer
442895,Remzi,Worfolk,12/29/1963,6/26/1999,1/1/9999,Staff
442898,Aksel,Gire,1/7/1965,6/27/1999,1/1/9999,Engineer
442899,Remco,Hiraishi,10/7/1964,3/5/1986,1/1/9999,Senior Staff
442905,Kiam,Kumaresan,3/9/1964,4/23/1989,1/1/9999,Senior Staff
442914,Filipe,Radivojevic,11/26/1962,1/22/1998,1/1/9999,Engineer
442923,Kokou,Zschoche,9/18/1963,4/18/1994,1/1/9999,Senior Staff
442937,Tomoyuki,Varker,1/25/1962,7/7/1996,1/1/9999,Staff
442950,Karlis,Binding,3/30/1963,10/25/1997,1/1/9999,Senior Engineer
442954,Shawna,Pietrzykowski,8/12/1962,10/5/2000,1/1/9999,Staff
442961,Stevo,Hofting,11/20/1963,7/8/1998,1/1/9999,Senior Staff
442968,Renee,Lueh,10/26/1964,8/19/1990,1/1/9999,Engineer
442980,Licheng,Tsukuda,9/24/1962,6/28/1987,1/1/9999,Engineer
442992,Martine,Kroft,8/4/1963,4/7/1997,1/1/9999,Staff
442997,Mingsen,Angelov,10/15/1964,9/17/1989,1/1/9999,Staff
443001,Saniya,Glowinski,10/29/1963,7/10/1992,1/1/9999,Senior Engineer
443004,Mariangiola,Gill,5/7/1962,5/19/1988,1/1/9999,Staff
443007,Lech,Molenaar,11/21/1964,12/3/1994,1/1/9999,Senior Staff
443008,Divier,Backhouse,7/1/1964,10/2/1999,1/1/9999,Senior Staff
443013,Guozhong,Butterworth,12/21/1964,7/4/1996,1/1/9999,Assistant Engineer
443017,Houman,Farrag,4/26/1962,1/28/1999,1/1/9999,Engineer
443019,Shuichi,Stiles,10/7/1964,10/12/1994,1/1/9999,Staff
443021,Cathie,Kowalchuk,8/2/1963,3/30/1994,1/1/9999,Senior Staff
443032,Zhiguo,Pagter,4/5/1962,11/6/1989,1/1/9999,Senior Engineer
443034,Koldo,Oxenboll,7/6/1962,10/8/1998,1/1/9999,Technique Leader
443057,Dietrich,Figueira,12/17/1964,1/20/1995,1/1/9999,Engineer
443059,Premal,Kitsuregawa,8/10/1964,12/23/1997,1/1/9999,Senior Engineer
443063,Mayumi,Rettelbach,5/12/1964,8/12/1997,1/1/9999,Staff
443066,Val,Lovengreen,2/26/1963,10/6/1986,1/1/9999,Senior Staff
443070,Kokou,Birjandi,8/7/1963,3/22/1990,1/1/9999,Senior Staff
443080,Neelam,Camarinopoulos,11/29/1963,10/14/1998,1/1/9999,Senior Staff
443087,Saeed,Sankaranarayanan,3/14/1962,8/2/1993,1/1/9999,Senior Staff
443099,Chinhyun,Dahlbom,5/8/1963,10/31/1994,1/1/9999,Staff
443103,Sudhanshu,Miara,10/20/1962,3/6/1988,1/1/9999,Staff
443108,Christfried,Atrawala,1/14/1965,11/29/1998,1/1/9999,Senior Staff
443111,Faiza,Demke,3/9/1963,11/14/1998,1/1/9999,Staff
443112,Shih,Thibadeau,1/29/1963,9/25/1995,1/1/9999,Technique Leader
443116,Jaideep,Weisert,5/15/1964,8/6/1997,1/1/9999,Senior Staff
443117,Mariangiola,McDermid,9/12/1962,7/11/1998,1/1/9999,Senior Engineer
443119,Kiyomitsu,Thisen,2/2/1964,12/8/1997,1/1/9999,Engineer
443124,Honglan,Pokrovskii,9/11/1962,4/11/1993,1/1/9999,Senior Engineer
443132,Maya,Barreiro,7/3/1963,9/4/1999,1/1/9999,Staff
443133,Seongbin,Takkinen,4/29/1963,10/15/1987,1/1/9999,Staff
443136,Mohammad,Paciorek,10/8/1963,11/18/1989,1/1/9999,Technique Leader
443137,Zhiguo,Perez,6/30/1963,5/14/2001,1/1/9999,Staff
443145,Weiwu,Ambroszkiewicz,1/11/1962,3/9/1988,1/1/9999,Senior Staff
443154,Kish,Herath,8/1/1964,2/19/1987,1/1/9999,Engineer
443158,Jessie,Koprowski,11/11/1963,10/12/1998,1/1/9999,Staff
443177,Akeel,Slaats,2/17/1964,12/20/1986,1/1/9999,Senior Staff
443181,Rafols,Cairo,10/13/1963,11/7/1999,1/1/9999,Senior Engineer
443199,Alain,Pellegrinelli,6/11/1964,4/27/1988,1/1/9999,Senior Staff
443202,Marsha,Legleitner,4/21/1962,12/25/1988,1/1/9999,Senior Engineer
443217,Mayuko,Strooper,3/30/1962,10/27/1989,1/1/9999,Staff
443221,Tadahiko,Codenie,1/30/1962,3/26/1989,1/1/9999,Engineer
443230,Mayuko,Hmelo,6/7/1964,1/22/1989,1/1/9999,Staff
443234,Theirry,Luff,12/30/1963,2/17/1995,1/1/9999,Senior Staff
443241,Jinya,Murrill,8/25/1963,4/30/1985,1/1/9999,Senior Engineer
443242,Stabislas,Boreale,5/10/1964,10/7/1997,1/1/9999,Staff
443243,Chaoyi,Jervis,7/3/1963,3/14/1988,1/1/9999,Engineer
443252,Sumant,Kohling,2/24/1963,11/11/1996,1/1/9999,Senior Engineer
443257,Lokesh,Leivant,12/10/1963,9/7/1990,1/1/9999,Engineer
443260,Khue,Peroz,1/9/1962,12/18/1994,1/1/9999,Senior Staff
443265,Tommaso,Melichar,4/24/1964,4/28/1991,1/1/9999,Senior Engineer
443271,Kwok,Norsworthy,8/27/1962,7/7/1993,1/1/9999,Staff
443274,Kenton,Birrer,4/23/1963,10/15/1987,1/1/9999,Senior Staff
443277,Remmert,Rande,11/28/1964,9/1/2000,1/1/9999,Senior Engineer
443282,Adam,Mungall,8/30/1962,10/7/1998,1/1/9999,Engineer
443285,Tuval,Hmelo,4/30/1963,1/22/1993,1/1/9999,Senior Engineer
443287,Nectarios,Doering,12/2/1964,6/21/1996,1/1/9999,Engineer
443293,Caolyn,Boyle,9/25/1963,4/6/1997,1/1/9999,Engineer
443294,Domenick,Menhoudj,4/6/1963,11/20/1995,1/1/9999,Senior Engineer
443296,Panayotis,Speek,3/9/1964,12/7/1991,1/1/9999,Staff
443299,Hitomi,Randi,7/25/1962,1/16/1996,1/1/9999,Engineer
443302,Patricio,Hofting,6/17/1964,5/22/1999,1/1/9999,Staff
443308,Chenxi,Wegerle,10/11/1962,4/6/1995,1/1/9999,Engineer
443310,Toong,Reistad,10/13/1962,2/17/1988,1/1/9999,Engineer
443314,Masaki,Karnin,11/16/1962,11/19/1999,1/1/9999,Staff
443319,Jeanne,Fargier,5/28/1962,11/20/1999,1/1/9999,Staff
443324,Yuguang,Vendrig,8/13/1963,7/13/1995,1/1/9999,Senior Engineer
443328,Boriana,Manderick,12/4/1964,9/14/1997,1/1/9999,Engineer
443333,Yifei,Luef,12/11/1962,6/30/1989,1/1/9999,Senior Staff
443354,Zhenhua,Hertweck,2/15/1964,4/28/1991,1/1/9999,Senior Engineer
443355,Yakkov,Famili,8/10/1964,8/23/1995,1/1/9999,Staff
443357,Demin,Menyhert,7/6/1962,2/5/1999,1/1/9999,Engineer
443368,Erzsebet,Bernick,6/25/1963,2/1/2000,1/1/9999,Staff
443371,Subir,Valiente,8/27/1964,1/2/1995,1/1/9999,Engineer
443374,Bernd,Poupard,7/3/1963,10/31/1986,1/1/9999,Engineer
443378,Manibrata,Eterovic,12/14/1963,6/7/1989,1/1/9999,Senior Engineer
443385,Douadi,Kaiserswerth,2/14/1964,5/12/1990,1/1/9999,Engineer
443396,Kitty,Pietracaprina,6/7/1962,2/18/1988,1/1/9999,Assistant Engineer
443403,Willard,Birjandi,7/15/1964,1/7/1996,1/1/9999,Senior Staff
443414,Heejo,Junot,5/25/1963,4/21/2001,1/1/9999,Technique Leader
443418,Anoosh,Albarhamtoshy,7/17/1963,6/12/1992,1/1/9999,Engineer
443420,Masato,Sewelson,5/26/1963,5/25/1993,1/1/9999,Senior Engineer
443429,Mohit,Eiron,11/7/1964,3/6/1998,1/1/9999,Technique Leader
443432,Sangeeta,Hebert,9/2/1963,11/9/1985,1/1/9999,Senior Staff
443438,Gregory,Zirintsis,3/18/1964,11/15/1989,1/1/9999,Senior Engineer
443441,Jungsoon,Hooghiemstra,12/27/1962,12/4/1986,1/1/9999,Staff
443451,Goa,Perfilyeva,10/27/1962,10/10/2000,1/1/9999,Staff
443453,Randi,Zyda,4/17/1962,2/8/1991,1/1/9999,Senior Staff
443460,Poornachandra,Schwaller,4/26/1964,12/18/1990,1/1/9999,Engineer
443468,Raimond,Perelgut,9/8/1962,10/16/1999,1/1/9999,Staff
443472,Arnould,Sury,6/15/1963,11/16/1988,1/1/9999,Senior Engineer
443475,Arif,Serna,2/11/1962,8/8/1997,1/1/9999,Staff
443480,Elliott,Kalefeld,7/18/1962,11/6/1999,1/1/9999,Technique Leader
443485,Marke,Klerer,1/23/1965,4/14/1990,1/1/9999,Senior Staff
443488,Moriyoshi,Iivonen,9/27/1962,10/31/1992,1/1/9999,Senior Engineer
443492,Tua,Choobineh,1/9/1963,4/2/1989,1/1/9999,Engineer
443495,Holgard,Gulla,1/12/1963,4/3/1991,1/1/9999,Senior Staff
443501,Cathie,Pocchiola,4/27/1963,7/11/1989,1/1/9999,Senior Engineer
443504,Rildo,Pauthner,11/22/1963,10/14/1994,1/1/9999,Senior Staff
443512,Eben,Heydon,11/7/1962,8/6/1993,1/1/9999,Staff
443528,Maik,Terkki,2/15/1963,2/3/1991,1/1/9999,Staff
443529,Jongsuk,Suomi,3/19/1964,5/24/1985,1/1/9999,Senior Engineer
443544,KayLiang,Conia,6/15/1962,10/3/1992,1/1/9999,Staff
443546,Mana,Georg,6/6/1962,2/23/1988,1/1/9999,Senior Engineer
443565,Nalini,Borstler,5/26/1962,4/21/1992,1/1/9999,Engineer
443566,Chikara,dAstous,5/26/1964,3/23/1994,1/1/9999,Staff
443568,Vishwani,Schauser,8/28/1962,12/31/1997,1/1/9999,Engineer
443569,Haldun,Hiyoshi,9/10/1963,7/18/1995,1/1/9999,Staff
443570,Zhiguo,Demizu,6/3/1963,3/9/1993,1/1/9999,Senior Staff
443575,Jagoda,Peek,8/30/1964,11/6/1996,1/1/9999,Staff
443583,Adly,Gelosh,12/25/1963,9/22/1999,1/1/9999,Technique Leader
443584,Tooru,Kobuchi,3/26/1962,8/31/1989,1/1/9999,Staff
443587,Abdelkader,Bahr,11/6/1964,4/24/2001,1/1/9999,Technique Leader
443588,Christ,Chimia,3/7/1963,9/25/1988,1/1/9999,Senior Engineer
443589,Udi,Sevcikova,1/29/1964,5/13/1985,1/1/9999,Engineer
443601,Prasadram,Liesche,10/28/1964,5/20/1990,1/1/9999,Senior Staff
443604,Flemming,Besancenot,7/7/1963,2/17/1991,1/1/9999,Engineer
443606,Naftali,Rousseau,12/24/1963,10/8/1990,1/1/9999,Senior Staff
443610,Kristin,Daescu,2/4/1964,7/27/1998,1/1/9999,Senior Engineer
443622,Elvis,Bage,5/2/1963,7/1/1991,1/1/9999,Senior Staff
443623,Taizo,Vieri,5/27/1962,10/1/1990,1/1/9999,Engineer
443624,Tadahiro,Cooman,6/15/1962,11/21/1988,1/1/9999,Engineer
443627,Fan,Siepmann,10/16/1962,2/18/1995,1/1/9999,Engineer
443635,Krisda,Osgood,2/9/1964,11/17/1993,1/1/9999,Staff
443639,Tomokazu,Flanders,5/19/1963,12/12/1988,1/1/9999,Senior Engineer
443650,Mara,Leuchs,12/1/1962,10/27/1997,1/1/9999,Staff
443653,Gregory,Asser,10/18/1964,9/26/1989,1/1/9999,Staff
443669,Fumitaka,Kolvik,3/13/1964,9/6/1999,1/1/9999,Engineer
443672,Etsuo,Perl,9/4/1963,5/25/1985,1/1/9999,Senior Engineer
443673,Subhankar,Tomescu,4/17/1962,11/17/1989,1/1/9999,Engineer
443680,Yakkov,Kakkar,12/24/1962,1/17/1991,1/1/9999,Senior Engineer
443682,Rance,Fraisse,6/10/1964,3/25/1999,1/1/9999,Staff
443684,Pranas,Hebert,1/27/1963,12/1/1996,1/1/9999,Senior Staff
443685,Janalee,Levergood,7/9/1962,10/31/1992,1/1/9999,Staff
443687,Candido,Hammerschmidt,1/15/1962,11/26/1997,1/1/9999,Engineer
443689,Miomir,Panwar,11/15/1962,11/3/1994,1/1/9999,Staff
443690,Cristinel,Kieras,9/1/1962,3/4/1994,1/1/9999,Senior Staff
443693,Douadi,Schade,6/4/1962,1/4/1998,1/1/9999,Technique Leader
443695,Sven,Genin,2/13/1963,10/18/2001,1/1/9999,Technique Leader
443698,Vesna,Schmiedel,3/15/1962,8/26/1987,1/1/9999,Technique Leader
443705,Subhada,Gelosh,8/29/1964,7/9/1999,1/1/9999,Staff
443708,Bernardo,Kabayashi,5/16/1963,2/12/1987,1/1/9999,Staff
443722,Marc,Nittel,4/25/1963,12/7/1986,1/1/9999,Senior Staff
443726,Kokou,Andreotta,5/4/1962,10/4/1991,1/1/9999,Engineer
443727,Jaewon,Mitina,11/9/1963,11/1/1998,1/1/9999,Staff
443729,Constantine,Kroft,12/27/1962,2/17/1989,1/1/9999,Staff
443731,Prasadram,Kulisch,7/26/1963,8/5/1988,1/1/9999,Senior Staff
443739,Yuguang,Esposito,2/26/1962,3/15/1999,1/1/9999,Staff
443742,Mona,Leonhardt,6/10/1963,5/14/1993,1/1/9999,Senior Staff
443748,Premsyl,Atrawala,7/9/1962,5/1/1988,1/1/9999,Engineer
443768,Martien,Baba,9/21/1963,1/22/2000,1/1/9999,Senior Engineer
443771,Itzchak,Pocchiola,6/2/1963,10/22/1996,1/1/9999,Staff
443785,Chuanti,Birsak,2/8/1963,11/1/1988,1/1/9999,Senior Engineer
443788,Koldo,Sidje,7/24/1963,2/28/1996,1/1/9999,Engineer
443789,Kazuhisa,Sadowsky,10/30/1963,8/10/1991,1/1/9999,Engineer
443791,Kristen,Kitai,4/16/1964,4/23/1991,1/1/9999,Senior Staff
443792,Yechezkel,Bernardeschi,9/28/1964,7/22/1985,1/1/9999,Staff
443803,Abdelghani,Lienhardt,2/13/1962,3/20/1994,1/1/9999,Senior Staff
443805,Sivanarayana,Verhaegen,4/3/1964,2/13/1987,1/1/9999,Senior Engineer
443810,Teruyuki,Parveen,6/4/1962,2/1/1993,1/1/9999,Technique Leader
443814,Ziyad,Hainaut,9/25/1964,2/22/1986,1/1/9999,Senior Staff
443827,Hongzhu,Gist,9/5/1962,7/31/1993,1/1/9999,Engineer
443833,Yonghong,Nivat,3/31/1963,2/4/1993,1/1/9999,Senior Engineer
443841,Shaw,Kading,1/8/1965,7/16/1992,1/1/9999,Senior Staff
443843,Vidar,Pagter,6/15/1963,2/28/1991,1/1/9999,Assistant Engineer
443849,Yolla,Irland,8/11/1963,3/28/1989,1/1/9999,Engineer
443850,Dhritiman,Cullers,9/30/1962,4/2/1989,1/1/9999,Staff
443851,Tadanori,Berztiss,1/3/1962,11/20/1990,1/1/9999,Senior Staff
443854,Hilari,Lung,3/30/1962,5/29/1989,1/1/9999,Engineer
443857,Gen,Biran,8/24/1964,11/24/1999,1/1/9999,Senior Engineer
443858,Karoline,Poehlman,5/11/1964,3/8/1997,1/1/9999,Technique Leader
443863,Frazer,Thambidurai,1/27/1963,2/21/1990,1/1/9999,Senior Staff
443864,Akeno,Erez,9/5/1963,11/6/1998,1/1/9999,Engineer
443867,Fumitake,Perelgut,10/10/1963,12/13/1997,1/1/9999,Staff
443868,Maria,Ligten,1/26/1964,6/10/1998,1/1/9999,Staff
443873,Vatsa,Ramsay,1/20/1965,6/16/2000,1/1/9999,Staff
443874,Roddy,Bratsberg,5/2/1963,11/21/1996,1/1/9999,Senior Staff
443883,Mitchel,Kermarrec,3/8/1962,9/5/1985,1/1/9999,Engineer
443885,Barna,Kossowski,5/12/1964,12/1/1989,1/1/9999,Senior Engineer
443893,Richard,Strehl,1/24/1962,8/27/1995,1/1/9999,Senior Staff
443900,Pranav,Kalorkoti,11/9/1964,12/12/1988,1/1/9999,Senior Staff
443901,Hidekazu,Murillo,5/21/1963,8/9/1985,1/1/9999,Senior Engineer
443914,Uli,Jahnichen,1/12/1962,3/12/2001,1/1/9999,Staff
443933,Heejo,Brookman,4/5/1964,2/15/1999,1/1/9999,Staff
443937,Jiann,Ossenbruggen,10/23/1964,3/30/1988,1/1/9999,Senior Engineer
443943,Oscar,Pollacia,1/30/1963,1/10/1990,1/1/9999,Staff
443944,Hongzhu,Skogmar,1/8/1963,9/29/1990,1/1/9999,Engineer
443948,Maha,Smeets,12/6/1963,11/1/1987,1/1/9999,Senior Engineer
443951,Heejo,Sluis,5/13/1963,5/4/1989,1/1/9999,Engineer
443955,Bodo,Litzler,11/20/1964,12/20/1987,1/1/9999,Staff
443961,Subhash,Papadias,1/21/1963,5/1/1996,1/1/9999,Engineer
443964,Stepehn,Cairo,5/13/1964,9/6/1988,1/1/9999,Senior Engineer
443975,Randy,Fabrizio,2/7/1962,12/3/1994,1/1/9999,Engineer
443981,Samphel,Rusmann,12/19/1964,10/26/1993,1/1/9999,Senior Engineer
443984,Shigehiro,Whitcomb,2/27/1963,10/13/1988,1/1/9999,Engineer
443985,Munehiko,Lund,2/29/1964,9/5/1994,1/1/9999,Staff
443989,Kiyokazu,Peng,8/28/1963,8/1/1988,1/1/9999,Senior Engineer
443991,Sivanarayana,Foote,10/10/1964,3/10/1987,1/1/9999,Senior Staff
444000,Cullen,Perri,2/4/1963,6/21/2000,1/1/9999,Senior Engineer
444005,Carrsten,Karner,6/1/1964,6/19/1990,1/1/9999,Engineer
444006,Mabo,Cochrane,5/7/1962,8/9/1991,1/1/9999,Senior Engineer
444012,Danae,Rathonyi,10/30/1962,1/24/1990,1/1/9999,Senior Staff
444013,Arnd,Siochi,8/8/1962,6/5/1986,1/1/9999,Senior Staff
444021,Barry,Levasseur,3/10/1962,3/25/1991,1/1/9999,Senior Staff
444022,Alain,Miculan,2/17/1962,9/2/1997,1/1/9999,Engineer
444025,Fun,Wixon,11/26/1962,12/27/1992,1/1/9999,Senior Engineer
444031,Lokesh,Merlo,5/13/1962,6/1/1997,1/1/9999,Technique Leader
444037,Uwe,Klyachko,8/12/1964,4/4/1998,1/1/9999,Staff
444041,Marl,Sigstam,5/31/1964,12/10/1997,1/1/9999,Staff
444057,Amalendu,Kragelund,2/2/1962,10/11/1986,1/1/9999,Senior Engineer
444058,Xudong,Stemann,8/31/1963,9/20/1993,1/1/9999,Staff
444064,Shichao,Garrabrants,4/15/1964,9/23/1992,1/1/9999,Senior Staff
444065,Tzvetan,Yoshizawa,8/2/1964,7/2/1996,1/1/9999,Staff
444068,Sachar,Munro,7/31/1963,5/21/1994,1/1/9999,Engineer
444069,Gritta,Ratnaker,10/15/1963,3/15/1987,1/1/9999,Senior Engineer
444070,Heping,Skrikant,1/15/1965,11/27/1990,1/1/9999,Senior Staff
444072,Naftaly,Peral,8/15/1964,1/30/1986,1/1/9999,Senior Staff
444076,Baoqiu,Sinicrope,6/23/1962,6/26/1989,1/1/9999,Assistant Engineer
444082,Matt,Weisert,3/13/1963,9/29/1989,1/1/9999,Senior Engineer
444086,Giri,Malabarba,3/26/1962,6/21/1990,1/1/9999,Assistant Engineer
444087,Alejandro,Carrera,7/14/1964,6/4/1986,1/1/9999,Senior Staff
444088,Fay,Usdin,8/11/1962,6/10/1986,1/1/9999,Staff
444089,Ramalingam,Levasseur,1/12/1963,3/4/1997,1/1/9999,Senior Staff
444090,Unal,Luan,9/28/1963,8/8/1991,1/1/9999,Engineer
444099,Kousuke,Worfolk,1/28/1965,3/22/1988,1/1/9999,Senior Staff
444104,Bernardo,Weiland,8/31/1963,3/27/1994,1/1/9999,Senior Engineer
444112,Tonny,Poehlman,11/29/1962,11/19/1987,1/1/9999,Engineer
444119,Chrisa,Coullard,2/10/1962,5/4/1997,1/1/9999,Technique Leader
444123,Weiyi,Schonegge,11/8/1963,9/5/1997,1/1/9999,Senior Staff
444137,Van,Makinen,7/11/1963,12/7/1997,1/1/9999,Staff
444149,Vitaly,Minakawa,12/10/1964,3/31/1987,1/1/9999,Staff
444156,Masaru,Szmurlo,8/19/1963,7/27/1998,1/1/9999,Engineer
444157,Gro,Quittner,11/29/1963,9/26/1993,1/1/9999,Engineer
444162,Leah,Solovay,10/10/1962,8/19/1993,1/1/9999,Assistant Engineer
444172,Premsyl,Alencar,11/1/1964,4/14/1997,1/1/9999,Engineer
444174,Hirochika,Pluym,12/19/1962,4/24/1992,1/1/9999,Senior Staff
444180,Katsuyuki,Picht,8/12/1964,6/16/1999,1/1/9999,Engineer
444185,Amstein,Tzvieli,10/1/1964,9/27/1989,1/1/9999,Staff
444198,Ulises,Schwartzbauer,2/1/1962,3/9/1986,1/1/9999,Senior Engineer
444199,Lokesh,Schauser,10/28/1964,12/23/1990,1/1/9999,Staff
444202,Zito,Bael,7/11/1964,9/16/1986,1/1/9999,Staff
444206,Holgard,Weedman,9/15/1964,1/5/1997,1/1/9999,Technique Leader
444208,Irena,Cesareni,1/27/1965,10/30/1985,1/1/9999,Senior Staff
444213,Billur,Zeleznik,5/24/1962,1/7/1994,1/1/9999,Senior Staff
444214,Holgard,Pulkowski,5/14/1963,10/22/1987,1/1/9999,Senior Engineer
444216,Shuichi,Akaboshi,5/6/1962,7/5/1992,1/1/9999,Senior Staff
444226,Geoffry,Doering,3/23/1962,10/18/1988,1/1/9999,Engineer
444229,Lech,Talmon,6/27/1962,5/16/1985,1/1/9999,Engineer
444233,Aris,Waleschkowski,9/20/1964,12/10/1988,1/1/9999,Senior Engineer
444240,Masadi,Koyama,4/17/1964,3/27/1993,1/1/9999,Senior Staff
444244,Nalini,Jarecki,11/2/1964,5/9/1996,1/1/9999,Engineer
444245,Garnik,Bernatsky,1/4/1963,9/17/1999,1/1/9999,Staff
444249,Kauko,Sadowsky,5/26/1962,9/15/1996,1/1/9999,Staff
444257,Kasturi,Luce,11/23/1962,1/6/1992,1/1/9999,Staff
444259,Navid,Eastman,8/6/1964,12/31/1994,1/1/9999,Engineer
444261,Shir,Narlikar,3/24/1963,4/5/1992,1/1/9999,Senior Staff
444264,Gro,Takanami,9/13/1962,7/20/1993,1/1/9999,Senior Staff
444269,Marjo,Farrow,12/25/1963,7/18/1990,1/1/9999,Senior Staff
444270,Magy,Leonhardt,6/30/1963,10/30/1994,1/1/9999,Senior Engineer
444273,Chirstian,Birrer,10/16/1964,2/29/2000,1/1/9999,Engineer
444291,Jaihie,Perng,12/14/1963,12/16/1991,1/1/9999,Engineer
444298,Kaijung,Debuse,2/5/1962,6/23/1987,1/1/9999,Assistant Engineer
444315,Limsoon,Mondadori,3/24/1963,5/6/1986,1/1/9999,Senior Staff
444325,Shalesh,Vernadat,5/27/1962,1/26/1995,1/1/9999,Senior Staff
444326,Hausi,Ranta,10/2/1963,1/10/1988,1/1/9999,Senior Staff
444330,Howell,Besselaar,10/1/1962,3/24/1992,1/1/9999,Senior Engineer
444331,Chrisa,Niizuma,12/30/1964,4/7/1993,1/1/9999,Staff
444332,Huan,Sankaranarayanan,6/13/1962,11/14/2000,1/1/9999,Senior Staff
444333,Marke,Swan,8/26/1963,3/7/1996,1/1/9999,Senior Engineer
444337,Faiza,Schrift,7/19/1963,4/7/1995,1/1/9999,Assistant Engineer
444340,Mahendra,Tsukune,9/10/1963,7/3/1990,1/1/9999,Senior Staff
444341,Rayond,Noriega,7/9/1964,3/14/1989,1/1/9999,Senior Engineer
444345,Miquel,Rosen,7/22/1963,5/30/1997,1/1/9999,Staff
